e2e_smoke32_affine_abs_margin,e2e_smoke32_affine_correct,e2e_smoke32_affine_prediction,e2e_smoke32_affine_score,e2e_smoke32_temperature_abs_margin,e2e_smoke32_temperature_correct,e2e_smoke32_temperature_prediction,e2e_smoke32_temperature_score,image,index,raw_logit_0,raw_logit_1,raw_score_logit1_minus_logit0,spuaware_bias_abs_margin,spuaware_bias_correct,spuaware_bias_prediction,spuaware_bias_score,static_bias_abs_margin,static_bias_correct,static_bias_prediction,static_bias_score,target
0.9538881778717041,True,0,-0.9538881778717041,1.1832687854766846,True,0,-1.1832687854766846,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00007.png,0,0.43255615234375,-0.1042633056640625,-0.5368194580078125,0.1841125786304474,True,0,-0.1841125786304474,0.048406004905700684,False,1,0.048406004905700684,0
3.8311495780944824,True,0,-3.8311495780944824,4.527626037597656,True,0,-4.527626037597656,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00011.png,1,0.704498291015625,-0.352691650390625,-1.05718994140625,0.7044830322265625,True,0,-0.7044830322265625,0.4719644784927368,True,0,-0.4719644784927368,0
1.1422014236450195,True,0,-1.1422014236450195,1.4021527767181396,True,0,-1.4021527767181396,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00014.png,2,0.447021484375,-0.1238555908203125,-0.5708770751953125,0.2181701958179474,True,0,-0.2181701958179474,0.014348387718200684,False,1,0.014348387718200684,0
4.211150646209717,True,0,-4.211150646209717,4.969316482543945,True,0,-4.969316482543945,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00022.png,3,0.7415008544921875,-0.3844146728515625,-1.12591552734375,0.7732086181640625,True,0,-0.7732086181640625,0.5406900644302368,True,0,-0.5406900644302368,0
4.3712849617004395,True,0,-4.3712849617004395,5.155447006225586,True,0,-5.155447006225586,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00028.png,4,0.7619476318359375,-0.3929290771484375,-1.154876708984375,0.8021697998046875,True,0,-0.8021697998046875,0.5696512460708618,True,0,-0.5696512460708618,0
1.8242464065551758,True,0,-1.8242464065551758,2.1949212551116943,True,0,-2.1949212551116943,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00030.png,5,0.5062255859375,-0.1880035400390625,-0.6942291259765625,0.3415222465991974,True,0,-0.3415222465991974,0.10900366306304932,True,0,-0.10900366306304932,0
2.2800960540771484,True,0,-2.2800960540771484,2.724773645401001,True,0,-2.724773645401001,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00031.png,6,0.56207275390625,-0.214599609375,-0.77667236328125,0.4239654839038849,True,0,-0.4239654839038849,0.19144690036773682,True,0,-0.19144690036773682,0
4.969634532928467,True,0,-4.969634532928467,5.850934028625488,True,0,-5.850934028625488,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00033.png,7,0.8106842041015625,-0.4524078369140625,-1.263092041015625,0.9103851318359375,True,0,-0.9103851318359375,0.6778665781021118,True,0,-0.6778665781021118,0
2.551260471343994,True,0,-2.551260471343994,3.039959192276001,True,0,-3.039959192276001,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00037.png,8,0.5821533203125,-0.243560791015625,-0.825714111328125,0.4730072319507599,True,0,-0.4730072319507599,0.24048864841461182,True,0,-0.24048864841461182,0
4.113619327545166,True,0,-4.113619327545166,4.855952262878418,True,0,-4.855952262878418,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00038.png,9,0.7320098876953125,-0.3762664794921875,-1.1082763671875,0.7555694580078125,True,0,-0.7555694580078125,0.5230509042739868,True,0,-0.5230509042739868,0
2.1420674324035645,True,0,-2.1420674324035645,2.5643374919891357,True,0,-2.5643374919891357,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00040.png,10,0.5436553955078125,-0.2080535888671875,-0.751708984375,0.3990021049976349,True,0,-0.3990021049976349,0.16648352146148682,True,0,-0.16648352146148682,0
2.4211621284484863,True,0,-2.4211621284484863,2.8887407779693604,True,0,-2.8887407779693604,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00045.png,11,0.5689239501953125,-0.2332611083984375,-0.80218505859375,0.4494781792163849,True,0,-0.4494781792163849,0.21695959568023682,True,0,-0.21695959568023682,0
