affine_abs_margin,affine_correct,affine_prediction,affine_score,image,index,raw_logit_0,raw_logit_1,raw_score_logit1_minus_logit0,spuaware_bias_abs_margin,spuaware_bias_correct,spuaware_bias_prediction,spuaware_bias_score,static_bias_abs_margin,static_bias_correct,static_bias_prediction,static_bias_score,target,temperature_abs_margin,temperature_correct,temperature_prediction,temperature_score
4.11415958404541,True,0,-4.11415958404541,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00003.png,0,0.7265167236328125,-0.3661956787109375,-1.09271240234375,0.7400054931640625,True,0,-0.7400054931640625,0.5074869394302368,True,0,-0.5074869394302368,0,3.2978038787841797,True,0,-3.2978038787841797
0.09504556655883789,False,1,0.09504556655883789,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00014.png,1,0.4470062255859375,-0.123870849609375,-0.5708770751953125,0.2181701958179474,True,0,-0.2181701958179474,0.014348387718200684,False,1,0.014348387718200684,0,0.09324026107788086,False,1,0.09324026107788086
0.896115779876709,True,0,-0.896115779876709,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00030.png,2,0.5060577392578125,-0.1876983642578125,-0.693756103515625,0.3410492241382599,True,0,-0.3410492241382599,0.10853064060211182,True,0,-0.10853064060211182,0,0.7052650451660156,True,0,-0.7052650451660156
2.833022117614746,True,0,-2.833022117614746,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00035.png,3,0.6441192626953125,-0.289764404296875,-0.9338836669921875,0.5811767578125,True,0,-0.5811767578125,0.3486582040786743,True,0,-0.3486582040786743,0,2.265686511993408,True,0,-2.265686511993408
4.2475786209106445,True,0,-4.2475786209106445,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00038.png,4,0.732330322265625,-0.376922607421875,-1.1092529296875,0.7565460205078125,True,0,-0.7565460205078125,0.5240274667739868,True,0,-0.5240274667739868,0,3.4052891731262207,True,0,-3.4052891731262207
5.394189834594727,True,0,-5.394189834594727,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00046.png,5,0.80084228515625,-0.4505615234375,-1.25140380859375,0.8986968994140625,True,0,-0.8986968994140625,0.6661783456802368,True,0,-0.6661783456802368,0,4.329029083251953,True,0,-4.329029083251953
0.1021280288696289,True,0,-0.1021280288696289,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00055.png,6,0.4604034423828125,-0.134918212890625,-0.5953216552734375,0.2426147758960724,True,0,-0.2426147758960724,0.010096192359924316,True,0,-0.010096192359924316,0,0.06560802459716797,True,0,-0.06560802459716797
2.28507137298584,True,0,-2.28507137298584,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00074.png,7,0.6030426025390625,-0.262908935546875,-0.8659515380859375,0.51324462890625,True,0,-0.51324462890625,0.2807260751724243,True,0,-0.2807260751724243,0,1.8242430686950684,True,0,-1.8242430686950684
2.4258742332458496,True,0,-2.4258742332458496,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00090.png,8,0.6130828857421875,-0.27032470703125,-0.8834075927734375,0.53070068359375,True,0,-0.53070068359375,0.2981821298599243,True,0,-0.2981821298599243,0,1.9376778602600098,True,0,-1.9376778602600098
3.028160572052002,False,1,3.028160572052002,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00114.png,9,0.2579193115234375,0.0506744384765625,-0.207244873046875,0.1454620063304901,False,1,0.1454620063304901,0.3779805898666382,False,1,0.3779805898666382,0,2.456232786178589,False,1,2.456232786178589
