affine_abs_margin,affine_correct,affine_prediction,affine_score,bias_abs_margin,bias_correct,bias_prediction,bias_score,image,index,raw_logit_0,raw_logit_1,raw_score_logit1_minus_logit0,target,temperature_abs_margin,temperature_correct,temperature_prediction,temperature_score
4.1273298263549805,True,0,-4.1273298263549805,0.5091196298599243,True,0,-0.5091196298599243,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00003.png,0,0.72705078125,-0.3672943115234375,-1.0943450927734375,0,3.308413505554199,True,0,-3.308413505554199
2.842745780944824,True,0,-2.842745780944824,0.3498636484146118,True,0,-0.3498636484146118,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00035.png,1,0.644561767578125,-0.29052734375,-0.935089111328125,0,2.273519992828369,True,0,-2.273519992828369
1.6301641464233398,True,0,-1.6301641464233398,0.19953405857086182,True,0,-0.19953405857086182,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00069.png,2,0.5630645751953125,-0.2216949462890625,-0.784759521484375,0,1.2966327667236328,True,0,-1.2966327667236328
1.5701007843017578,True,0,-1.5701007843017578,0.19208776950836182,True,0,-0.19208776950836182,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00118.png,3,0.5586090087890625,-0.2187042236328125,-0.777313232421875,0,1.248244285583496,True,0,-1.248244285583496
1.4322509765625,True,0,-1.4322509765625,0.17499792575836182,True,0,-0.17499792575836182,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00157.png,4,0.548675537109375,-0.2115478515625,-0.760223388671875,0,1.1371893882751465,True,0,-1.1371893882751465
4.442660331726074,True,0,-4.442660331726074,0.5482126474380493,True,0,-0.5482126474380493,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00189.png,5,0.7414398193359375,-0.391998291015625,-1.1334381103515625,0,3.5624523162841797,True,0,-3.5624523162841797
0.9650402069091797,True,0,-0.9650402069091797,0.11707556247711182,True,0,-0.11707556247711182,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00204.png,6,0.5194549560546875,-0.1828460693359375,-0.702301025390625,0,0.7607927322387695,True,0,-0.7607927322387695
4.264686584472656,True,0,-4.264686584472656,0.5261484384536743,True,0,-0.5261484384536743,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00227.png,7,0.7378082275390625,-0.373565673828125,-1.1113739013671875,0,3.419072151184082,True,0,-3.419072151184082
2.3087024688720703,True,0,-2.3087024688720703,0.2836557626724243,True,0,-0.2836557626724243,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00259.png,8,0.6060943603515625,-0.262786865234375,-0.8688812255859375,0,1.8432807922363281,True,0,-1.8432807922363281
0.5596156120300293,True,0,-0.5596156120300293,0.06681311130523682,True,0,-0.06681311130523682,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00299.png,9,0.492034912109375,-0.160003662109375,-0.65203857421875,0,0.4341716766357422,True,0,-0.4341716766357422
4.568202018737793,True,0,-4.568202018737793,0.5637766122817993,True,0,-0.5637766122817993,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00349.png,10,0.7578887939453125,-0.39111328125,-1.1490020751953125,0,3.6635913848876953,True,0,-3.6635913848876953
2.545016288757324,True,0,-2.545016288757324,0.3129526376724243,True,0,-0.3129526376724243,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00383.png,11,0.62042236328125,-0.2777557373046875,-0.8981781005859375,0,2.033661365509033,True,0,-2.033661365509033
0.5892109870910645,False,1,0.5892109870910645,0.07561242580413818,False,1,0.07561242580413818,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00417.png,12,0.425262451171875,-0.0843505859375,-0.509613037109375,0,0.49135255813598633,False,1,0.49135255813598633
0.2500033378601074,False,1,0.2500033378601074,0.033559203147888184,False,1,0.033559203147888184,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00456.png,13,0.445068359375,-0.106597900390625,-0.551666259765625,0,0.2180781364440918,False,1,0.2180781364440918
1.7610538005828857,False,1,1.7610538005828857,0.22089135646820068,False,1,0.22089135646820068,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00490.png,14,0.336883544921875,-0.0274505615234375,-0.3643341064453125,0,1.4354190826416016,False,1,1.4354190826416016
3.994034767150879,True,0,-3.994034767150879,0.4925943613052368,True,0,-0.4925943613052368,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00522.png,15,0.7184600830078125,-0.3593597412109375,-1.07781982421875,0,3.2010278701782227,True,0,-3.2010278701782227
12.752572059631348,True,1,12.752572059631348,1.5835622549057007,True,1,1.5835622549057007,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00000.png,16,-0.4061126708984375,0.59222412109375,0.9983367919921875,1,10.290468215942383,True,1,10.290468215942383
14.501535415649414,True,1,14.501535415649414,1.8003896474838257,True,1,1.8003896474838257,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00036.png,17,-0.515777587890625,0.6993865966796875,1.2151641845703125,1,11.699478149414062,True,1,11.699478149414062
6.757354736328125,True,1,6.757354736328125,0.8403066396713257,True,1,0.8403066396713257,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00071.png,18,-0.0062255859375,0.2488555908203125,0.2550811767578125,1,5.460567474365234,True,1,5.460567474365234
5.983429431915283,True,1,5.983429431915283,0.7443593740463257,True,1,0.7443593740463257,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00103.png,19,0.055389404296875,0.2145233154296875,0.1591339111328125,1,4.83707332611084,True,1,4.83707332611084
3.5756192207336426,True,1,3.5756192207336426,0.4458516836166382,True,1,0.4458516836166382,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00136.png,20,0.2206573486328125,0.0812835693359375,-0.139373779296875,1,2.897279739379883,True,1,2.897279739379883
13.446003913879395,True,1,13.446003913879395,1.6695302724838257,True,1,1.6695302724838257,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00169.png,21,-0.44744873046875,0.6368560791015625,1.0843048095703125,1,10.849114418029785,True,1,10.849114418029785
13.002177238464355,True,1,13.002177238464355,1.6145070791244507,True,1,1.6145070791244507,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00212.png,22,-0.4153900146484375,0.6138916015625,1.0292816162109375,1,10.491557121276855,True,1,10.491557121276855
12.336193084716797,True,1,12.336193084716797,1.5319417715072632,True,1,1.5319417715072632,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00249.png,23,-0.37872314453125,0.5679931640625,0.94671630859375,1,9.955022811889648,True,1,9.955022811889648
13.457326889038086,True,1,13.457326889038086,1.6709340810775757,True,1,1.6709340810775757,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00279.png,24,-0.4478302001953125,0.63787841796875,1.0857086181640625,1,10.858236312866211,True,1,10.858236312866211
1.8957700729370117,False,0,-1.8957700729370117,0.23246252536773682,False,0,-0.23246252536773682,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00316.png,25,0.579498291015625,-0.238189697265625,-0.81768798828125,1,1.5106115341186523,False,0,-1.5106115341186523
