affine_abs_margin,affine_correct,affine_prediction,affine_score,image,index,raw_logit_0,raw_logit_1,raw_score_logit1_minus_logit0,spuaware_bias_abs_margin,spuaware_bias_correct,spuaware_bias_prediction,spuaware_bias_score,static_bias_abs_margin,static_bias_correct,static_bias_prediction,static_bias_score,target,temperature_abs_margin,temperature_correct,temperature_prediction,temperature_score
0.36939048767089844,False,1,0.36939048767089844,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00007.png,0,0.432281494140625,-0.104583740234375,-0.536865234375,0.1841583549976349,True,0,-0.1841583549976349,0.048360228538513184,False,1,0.048360228538513184,0,0.31425952911376953,False,1,0.31425952911376953
0.0988612174987793,False,1,0.0988612174987793,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00014.png,1,0.446685791015625,-0.12371826171875,-0.570404052734375,0.2176971733570099,True,0,-0.2176971733570099,0.014821410179138184,False,1,0.014821410179138184,0,0.0963144302368164,False,1,0.0963144302368164
4.608325004577637,True,0,-4.608325004577637,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00028.png,2,0.76171875,-0.3922576904296875,-1.1539764404296875,0.80126953125,True,0,-0.80126953125,0.5687509775161743,True,0,-0.5687509775161743,0,3.695916175842285,True,0,-3.695916175842285
1.5488080978393555,True,0,-1.5488080978393555,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00031.png,3,0.561126708984375,-0.2135467529296875,-0.7746734619140625,0.4219665825366974,True,0,-0.4219665825366974,0.18944799900054932,True,0,-0.18944799900054932,0,1.2310905456542969,True,0,-1.2310905456542969
5.520715713500977,True,0,-5.520715713500977,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00033.png,4,0.8125457763671875,-0.4545440673828125,-1.26708984375,0.9143829345703125,True,0,-0.9143829345703125,0.6818643808364868,True,0,-0.6818643808364868,0,4.430961608886719,True,0,-4.430961608886719
4.247455596923828,True,0,-4.247455596923828,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00038.png,5,0.7326202392578125,-0.376617431640625,-1.1092376708984375,0.75653076171875,True,0,-0.75653076171875,0.5240122079849243,True,0,-0.5240122079849243,0,3.4051899909973145,True,0,-3.4051899909973145
1.7656745910644531,True,0,-1.7656745910644531,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00045.png,6,0.5684051513671875,-0.233154296875,-0.8015594482421875,0.4488525688648224,True,0,-0.4488525688648224,0.21633398532867432,True,0,-0.21633398532867432,0,1.4058036804199219,True,0,-1.4058036804199219
1.8281989097595215,True,0,-1.8281989097595215,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00049.png,7,0.5824432373046875,-0.22686767578125,-0.8093109130859375,0.4566040337085724,True,0,-0.4566040337085724,0.22408545017242432,True,0,-0.22408545017242432,0,1.4561748504638672,True,0,-1.4561748504638672
0.09597396850585938,True,0,-0.09597396850585938,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00055.png,8,0.4599761962890625,-0.13458251953125,-0.5945587158203125,0.2418518364429474,True,0,-0.2418518364429474,0.009333252906799316,True,0,-0.009333252906799316,0,0.06065011024475098,True,0,-0.06065011024475098
2.2806406021118164,True,0,-2.2806406021118164,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00074.png,9,0.6028289794921875,-0.2625732421875,-0.8654022216796875,0.5126953125,True,0,-0.5126953125,0.2801767587661743,True,0,-0.2801767587661743,0,1.8206734657287598,True,0,-1.8206734657287598
