index,sample_id,target,logit_0,logit_1,prob_1,argmax_prediction,threshold_prediction,calibrated_argmax_prediction
0,sample_000000,0,0.4480249881744385,-0.15247395634651184,0.35422956943511963,0,0,0
1,sample_000001,0,0.16571037471294403,0.08505958318710327,0.4798482060432434,0,1,1
2,sample_000002,0,0.44782379269599915,-0.15566828846931458,0.3535451591014862,0,0,0
3,sample_000003,0,0.22482715547084808,0.029704082757234573,0.451373428106308,0,0,0
4,sample_000004,0,0.4852205514907837,-0.1863054484128952,0.33815521001815796,0,0,0
5,sample_000005,0,0.4487592577934265,-0.14471052587032318,0.3558391034603119,0,0,0
6,sample_000006,0,0.23216789960861206,0.0130007890984416,0.44542646408081055,0,0,0
7,sample_000007,0,0.26084432005882263,0.008249853737652302,0.43718501925468445,0,0,0
8,sample_000008,0,0.5507516264915466,-0.24622958898544312,0.3106716275215149,0,0,0
9,sample_000009,0,0.3464273512363434,-0.06304466724395752,0.39903873205184937,0,0,0
10,sample_000010,0,0.3146212697029114,-0.046985726803541183,0.4105706214904785,0,0,0
11,sample_000011,0,0.47720104455947876,-0.17991244792938232,0.3413883149623871,0,0,0
12,sample_000012,0,0.29882022738456726,-0.03229735046625137,0.4179687201976776,0,0,0
13,sample_000013,0,0.33787426352500916,-0.06743496656417847,0.40003740787506104,0,0,0
14,sample_000014,0,0.5476697087287903,-0.24950648844242096,0.3106299042701721,0,0,0
15,sample_000015,0,0.23882687091827393,0.032309312373399734,0.44855332374572754,0,0,0
16,sample_000016,0,0.4911451041698456,-0.18670332431793213,0.33674168586730957,0,0,0
17,sample_000017,0,0.2428300678730011,0.013951976783573627,0.44302898645401,0,0,0
18,sample_000018,0,0.31236976385116577,-0.039496783167123795,0.41292986273765564,0,0,0
19,sample_000019,0,0.4229954779148102,-0.1350388526916504,0.36400240659713745,0,0,0
20,sample_000020,0,0.3129005432128906,-0.04667721316218376,0.4110617935657501,0,0,0
21,sample_000021,0,0.3664027154445648,-0.08131767064332962,0.38990291953086853,0,0,0
22,sample_000022,0,0.21948149800300598,0.04190623760223389,0.45572248101234436,0,0,0
23,sample_000023,0,0.3769370913505554,-0.09731946885585785,0.38360923528671265,0,0,0
24,sample_000024,0,-0.20460838079452515,0.41977623105049133,0.651215136051178,1,1,1
25,sample_000025,0,0.4281502664089203,-0.13598023355007172,0.36259227991104126,0,0,0
26,sample_000026,0,-0.08640901744365692,0.3067546486854553,0.597044050693512,1,1,1
27,sample_000027,0,0.3281991183757782,-0.05328869819641113,0.40576809644699097,0,0,0
28,sample_000028,0,0.25098735094070435,0.0022843529004603624,0.4381427466869354,0,0,0
29,sample_000029,0,0.4708363115787506,-0.16724251210689545,0.34568095207214355,0,0,0
30,sample_000030,0,0.3473154902458191,-0.07099927216768265,0.3969200849533081,0,0,0
31,sample_000031,0,0.3975549340248108,-0.13104189932346344,0.37084418535232544,0,0,0
32,sample_000032,0,0.3257346749305725,-0.05977603420615196,0.4047984778881073,0,0,0
33,sample_000033,0,0.14690065383911133,0.10375554859638214,0.4892154037952423,0,1,1
34,sample_000034,0,0.22904546558856964,0.03119063377380371,0.45069703459739685,0,0,0
35,sample_000035,0,0.1095384731888771,0.13711456954479218,0.5068935751914978,1,1,1
36,sample_000036,0,0.30929067730903625,-0.03947560489177704,0.41368165612220764,0,0,0
